Data,10,record,timestamp,"1024873891",s,distance,"919.12",m,accumulated_power,"14671",watts,altitude,"1589.6",m,speed,"6.205",m/s,power,"75",watts,enhanced_respiration_rate,"28.37",Breaths/min,heart_rate,"92",bpm,cadence,"92",rpm,temperature,"23",C,left_right_balance,"169",,fractional_cadence,"0.0",rpm,left_pco,"-4",mm,right_pco,"-4",mm,left_power_phase,"18.281250285644536|213.7500033398438",degrees,left_power_phase_peak,"84.3750013183594|127.96875199951175",degrees,right_power_phase,"2.812500043945313|237.65625371337896",degrees,right_power_phase_peak,"75.93750118652346|97.0312515161133",degrees,unknown,"99",,unknown,"99",,enhanced_altitude,"1589.6",m,enhanced_speed,"6.205",m/s,
Data,10,record,timestamp,"1024873892",s,distance,"925.47",m,accumulated_power,"14844",watts,altitude,"1589.6",m,speed,"6.186",m/s,power,"173",watts,enhanced_respiration_rate,"28.37",Breaths/min,heart_rate,"93",bpm,cadence,"92",rpm,temperature,"23",C,left_right_balance,"174",,fractional_cadence,"0.0",rpm,left_pco,"-5",mm,right_pco,"0",mm,left_power_phase,"18.281250285644536|213.7500033398438",degrees,left_power_phase_peak,"84.3750013183594|127.96875199951175",degrees,right_power_phase,"2.812500043945313|237.65625371337896",degrees,right_power_phase_peak,"75.93750118652346|97.0312515161133",degrees,unknown,"99",,unknown,"99",,enhanced_altitude,"1589.6",m,enhanced_speed,"6.186",m/s,
Data,10,record,timestamp,"1024873893",s,distance,"931.83",m,accumulated_power,"14921",watts,altitude,"1589.6",m,speed,"6.186",m/s,power,"77",watts,enhanced_respiration_rate,"28.37",Breaths/min,heart_rate,"94",bpm,cadence,"92",rpm,temperature,"23",C,left_right_balance,"167",,fractional_cadence,"0.0",rpm,left_pco,"-5",mm,right_pco,"0",mm,left_power_phase,"350.1562554711915|203.9062531860352",degrees,left_power_phase_peak,"67.50000105468752|115.31250180175785",degrees,right_power_phase,"18.281250285644536|223.5937534936524",degrees,right_power_phase_peak,"73.12500114257814|116.7187518237305",degrees,unknown,"99",,unknown,"99",,enhanced_altitude,"1589.6",m,enhanced_speed,"6.186",m/s,
Data,10,record,timestamp,"1024873894",s,distance,"938.13",m,accumulated_power,"15006",watts,altitude,"1589.6",m,speed,"6.177",m/s,power,"85",watts,enhanced_respiration_rate,"28.37",Breaths/min,heart_rate,"95",bpm,cadence,"92",rpm,temperature,"23",C,left_right_balance,"170",,fractional_cadence,"0.0",rpm,left_pco,"-5",mm,right_pco,"-4",mm,left_power_phase,"341.71875533935554|202.50000316406255",degrees,left_power_phase_peak,"64.68750101074221|109.68750171386722",degrees,right_power_phase,"18.281250285644536|223.5937534936524",degrees,right_power_phase_peak,"73.12500114257814|116.7187518237305",degrees,unknown,"99",,unknown,"99",,enhanced_altitude,"1589.6",m,enhanced_speed,"6.177",m/s,
Data,10,record,timestamp,"1024873895",s,distance,"944.38",m,accumulated_power,"15079",watts,altitude,"1589.6",m,speed,"6.186",m/s,power,"73",watts,enhanced_respiration_rate,"28.37",Breaths/min,heart_rate,"95",bpm,cadence,"90",rpm,temperature,"23",C,left_right_balance,"183",,fractional_cadence,"0.0",rpm,left_pco,"-4",mm,right_pco,"-12",mm,left_power_phase,"23.906250373535162|206.7187532299805",degrees,left_power_phase_peak,"80.15625125244142|119.5312518676758",degrees,right_power_phase,"19.687500307617192|229.218753581543",degrees,right_power_phase_peak,"78.75000123046877|123.75000193359378",degrees,unknown,"99",,unknown,"99",,enhanced_altitude,"1589.6",m,enhanced_speed,"6.186",m/s,
Data,10,record,timestamp,"1024873896",s,distance,"950.59",m,accumulated_power,"15125",watts,altitude,"1589.8000000000002",m,speed,"6.186",m/s,power,"46",watts,enhanced_respiration_rate,"28.37",Breaths/min,heart_rate,"95",bpm,cadence,"91",rpm,temperature,"23",C,left_right_balance,"178",,fractional_cadence,"0.0",rpm,left_pco,"-3",mm,right_pco,"-5",mm,left_power_phase,"23.906250373535162|206.7187532299805",degrees,left_power_phase_peak,"80.15625125244142|119.5312518676758",degrees,right_power_phase,"19.687500307617192|208.1250032519532",degrees,right_power_phase_peak,"78.75000123046877|122.34375191162113",degrees,unknown,"99",,unknown,"99",,enhanced_altitude,"1589.8000000000002",m,enhanced_speed,"6.186",m/s,
Data,10,record,timestamp,"1024873897",s,distance,"956.69",m,accumulated_power,"15126",watts,altitude,"1589.8000000000002",m,speed,"6.196",m/s,power,"1",watts,enhanced_respiration_rate,"28.76",Breaths/min,heart_rate,"95",bpm,cadence,"67",rpm,temperature,"23",C,left_right_balance,"171",,fractional_cadence,"0.0",rpm,left_pco,"-2",mm,right_pco,"3",mm,left_power_phase,"23.906250373535162|206.7187532299805",degrees,left_power_phase_peak,"80.15625125244142|119.5312518676758",degrees,right_power_phase,"19.687500307617192|208.1250032519532",degrees,right_power_phase_peak,"78.75000123046877|122.34375191162113",degrees,unknown,"99",,unknown,"99",,enhanced_altitude,"1589.8000000000002",m,enhanced_speed,"6.196",m/s,
Data,10,record,timestamp,"1024873898",s,distance,"962.69",m,accumulated_power,"15148",watts,altitude,"1589.8000000000002",m,speed,"6.158",m/s,power,"22",watts,enhanced_respiration_rate,"28.76",Breaths/min,heart_rate,"94",bpm,cadence,"74",rpm,temperature,"23",C,left_right_balance,"171",,fractional_cadence,"0.0",rpm,left_pco,"-3",mm,right_pco,"3",mm,left_power_phase,"23.906250373535162|206.7187532299805",degrees,left_power_phase_peak,"80.15625125244142|119.5312518676758",degrees,right_power_phase,"19.687500307617192|208.1250032519532",degrees,right_power_phase_peak,"78.75000123046877|122.34375191162113",degrees,unknown,"99",,unknown,"99",,enhanced_altitude,"1589.8000000000002",m,enhanced_speed,"6.158",m/s,
Data,10,record,timestamp,"1024873899",s,distance,"968.37",m,accumulated_power,"15168",watts,altitude,"1589.8000000000002",m,speed,"6.102",m/s,power,"20",watts,enhanced_respiration_rate,"28.76",Breaths/min,heart_rate,"92",bpm,cadence,"82",rpm,temperature,"23",C,left_right_balance,"171",,fractional_cadence,"0.0",rpm,left_pco,"-1",mm,right_pco,"0",mm,left_power_phase,"23.906250373535162|206.7187532299805",degrees,left_power_phase_peak,"80.15625125244142|119.5312518676758",degrees,right_power_phase,"19.687500307617192|208.1250032519532",degrees,right_power_phase_peak,"78.75000123046877|122.34375191162113",degrees,unknown,"99",,unknown,"99",,enhanced_altitude,"1589.8000000000002",m,enhanced_speed,"6.102",m/s,
Data,10,record,timestamp,"1024873900",s,distance,"973.87",m,accumulated_power,"15168",watts,altitude,"1589.8000000000002",m,speed,"6.028",m/s,power,"0",watts,enhanced_respiration_rate,"28.76",Breaths/min,heart_rate,"90",bpm,cadence,"82",rpm,temperature,"23",C,left_right_balance,"171",,fractional_cadence,"0.0",rpm,left_pco,"-1",mm,right_pco,"0",mm,left_power_phase,"23.906250373535162|206.7187532299805",degrees,left_power_phase_peak,"80.15625125244142|119.5312518676758",degrees,right_power_phase,"19.687500307617192|208.1250032519532",degrees,right_power_phase_peak,"78.75000123046877|122.34375191162113",degrees,unknown,"99",,unknown,"99",,enhanced_altitude,"1589.8000000000002",m,enhanced_speed,"6.028",m/s,
Data,10,record,timestamp,"1024873901",s,distance,"979.17",m,accumulated_power,"15168",watts,altitude,"1589.8000000000002",m,speed,"5.925",m/s,power,"0",watts,enhanced_respiration_rate,"28.76",Breaths/min,heart_rate,"87",bpm,cadence,"82",rpm,temperature,"23",C,left_right_balance,"171",,fractional_cadence,"0.0",rpm,left_pco,"-1",mm,right_pco,"0",mm,right_power_phase,"19.687500307617192|208.1250032519532",degrees,right_power_phase_peak,"78.75000123046877|122.34375191162113",degrees,unknown,"99",,unknown,"99",,enhanced_altitude,"1589.8000000000002",m,enhanced_speed,"5.925",m/s,,,,,,,
Data,11,record,timestamp,"1024873902",s,distance,"984.11",m,accumulated_power,"15168",watts,altitude,"1589.8000000000002",m,speed,"5.794",m/s,power,"0",watts,enhanced_respiration_rate,"29.01",Breaths/min,heart_rate,"85",bpm,cadence,"0",rpm,temperature,"23",C,fractional_cadence,"0.0",rpm,unknown,"99",,unknown,"99",,enhanced_altitude,"1589.8000000000002",m,enhanced_speed,"5.794",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"1024873903",s,distance,"988.81",m,accumulated_power,"15184",watts,altitude,"1589.8000000000002",m,speed,"5.654",m/s,power,"16",watts,enhanced_respiration_rate,"29.01",Breaths/min,heart_rate,"84",bpm,cadence,"15",rpm,temperature,"23",C,fractional_cadence,"0.0",rpm,left_pco,"-8",mm,right_pco,"-2",mm,left_power_phase,"23.906250373535162|206.7187532299805",degrees,left_power_phase_peak,"80.15625125244142|119.5312518676758",degrees,right_power_phase,"19.687500307617192|208.1250032519532",degrees,right_power_phase_peak,"78.75000123046877|122.34375191162113",degrees,unknown,"99",,unknown,"99",,enhanced_altitude,"1589.8000000000002",m,enhanced_speed,"5.654",m/s,,,,
Data,9,record,timestamp,"1024873904",s,distance,"993.66",m,accumulated_power,"15242",watts,altitude,"1589.8000000000002",m,speed,"5.524",m/s,power,"58",watts,enhanced_respiration_rate,"29.01",Breaths/min,heart_rate,"81",bpm,cadence,"73",rpm,temperature,"23",C,fractional_cadence,"0.0",rpm,left_pco,"-3",mm,right_pco,"-10",mm,left_power_phase,"23.906250373535162|206.7187532299805",degrees,left_power_phase_peak,"80.15625125244142|119.5312518676758",degrees,right_power_phase,"19.687500307617192|208.1250032519532",degrees,right_power_phase_peak,"78.75000123046877|122.34375191162113",degrees,unknown,"99",,unknown,"99",,enhanced_altitude,"1589.8000000000002",m,enhanced_speed,"5.524",m/s,,,,
Data,10,record,timestamp,"1024873905",s,distance,"998.54",m,accumulated_power,"15317",watts,altitude,"1589.8000000000002",m,speed,"5.393",m/s,power,"75",watts,enhanced_respiration_rate,"29.01",Breaths/min,heart_rate,"81",bpm,cadence,"69",rpm,temperature,"23",C,left_right_balance,"172",,fractional_cadence,"0.0",rpm,left_pco,"-4",mm,right_pco,"0",mm,left_power_phase,"23.906250373535162|206.7187532299805",degrees,left_power_phase_peak,"80.15625125244142|119.5312518676758",degrees,right_power_phase,"19.687500307617192|208.1250032519532",degrees,right_power_phase_peak,"78.75000123046877|122.34375191162113",degrees,unknown,"99",,unknown,"99",,enhanced_altitude,"1589.8000000000002",m,enhanced_speed,"5.393",m/s,
Data,10,record,timestamp,"1024873906",s,distance,"1003.22",m,accumulated_power,"15317",watts,altitude,"1590.0",m,speed,"5.225",m/s,power,"194",watts,enhanced_respiration_rate,"29.01",Breaths/min,heart_rate,"81",bpm,cadence,"69",rpm,temperature,"23",C,left_right_balance,"186",,fractional_cadence,"0.0",rpm,left_pco,"-4",mm,right_pco,"0",mm,left_power_phase,"5.625000087890626|189.84375296630864",degrees,left_power_phase_peak,"116.7187518237305|118.12500184570315",degrees,right_power_phase,"8.43750013183594|191.2500029882813",degrees,right_power_phase_peak,"70.31250109863284|125.15625195556643",degrees,unknown,"99",,unknown,"99",,enhanced_altitude,"1590.0",m,enhanced_speed,"5.225",m/s,
Data,10,record,timestamp,"1024873907",s,distance,"1007.89",m,accumulated_power,"15705",watts,altitude,"1590.0",m,speed,"5.104",m/s,power,"194",watts,enhanced_respiration_rate,"28.0",Breaths/min,heart_rate,"84",bpm,cadence,"70",rpm,temperature,"24",C,left_right_balance,"186",,fractional_cadence,"0.0",rpm,left_pco,"-4",mm,right_pco,"1",mm,left_power_phase,"12.65625019775391|201.0937531420899",degrees,left_power_phase_peak,"84.3750013183594|95.62500149414065",degrees,right_power_phase,"1.4062500219726566|195.46875305419925",degrees,right_power_phase_peak,"59.06250092285158|88.59375138427737",degrees,unknown,"99",,unknown,"99",,enhanced_altitude,"1590.0",m,enhanced_speed,"5.104",m/s,
Data,10,record,timestamp,"1024873908",s,distance,"1012.71",m,accumulated_power,"16073",watts,altitude,"1590.0",m,speed,"4.983",m/s,power,"368",watts,enhanced_respiration_rate,"28.0",Breaths/min,heart_rate,"87",bpm,cadence,"75",rpm,temperature,"24",C,left_right_balance,"171",,fractional_cadence,"0.0",rpm,left_pco,"-6",mm,right_pco,"-1",mm,left_power_phase,"12.65625019775391|201.0937531420899",degrees,left_power_phase_peak,"84.3750013183594|95.62500149414065",degrees,right_power_phase,"1.4062500219726566|195.46875305419925",degrees,right_power_phase_peak,"59.06250092285158|88.59375138427737",degrees,unknown,"99",,unknown,"99",,enhanced_altitude,"1590.0",m,enhanced_speed,"4.983",m/s,
Data,10,record,timestamp,"1024873909",s,distance,"1017.03",m,accumulated_power,"16350",watts,altitude,"1590.1999999999998",m,speed,"4.824",m/s,power,"277",watts,enhanced_respiration_rate,"28.0",Breaths/min,heart_rate,"89",bpm,cadence,"64",rpm,temperature,"24",C,left_right_balance,"165",,fractional_cadence,"0.0",rpm,left_pco,"-6",mm,right_pco,"-1",mm,left_power_phase,"25.31250039550782|220.7812534497071",degrees,left_power_phase_peak,"98.43750153808597|123.75000193359378",degrees,right_power_phase,"8.43750013183594|205.31250320800785",degrees,right_power_phase_peak,"78.75000123046877|102.65625160400393",degrees,unknown,"99",,unknown,"99",,enhanced_altitude,"1590.1999999999998",m,enhanced_speed,"4.824",m/s,
Data,10,record,timestamp,"1024873910",s,distance,"1020.84",m,accumulated_power,"16653",watts,altitude,"1590.4",m,speed,"4.628",m/s,power,"303",watts,enhanced_respiration_rate,"28.0",Breaths/min,heart_rate,"94",bpm,cadence,"56",rpm,temperature,"24",C,left_right_balance,"165",,fractional_cadence,"0.0",rpm,left_pco,"-9",mm,right_pco,"-5",mm,left_power_phase,"25.31250039550782|220.7812534497071",degrees,left_power_phase_peak,"98.43750153808597|123.75000193359378",degrees,right_power_phase,"7.031250109863283|213.7500033398438",degrees,right_power_phase_peak,"85.78125134033205|104.0625016259766",degrees,unknown,"99",,unknown,"99",,enhanced_altitude,"1590.4",m,enhanced_speed,"4.628",m/s,
Data,10,record,timestamp,"1024873911",s,distance,"1024.5",m,accumulated_power,"16942",watts,altitude,"1590.6",m,speed,"4.479",m/s,power,"289",watts,enhanced_respiration_rate,"27.33",Breaths/min,heart_rate,"96",bpm,cadence,"55",rpm,temperature,"24",C,left_right_balance,"177",,fractional_cadence,"0.0",rpm,left_pco,"-5",mm,right_pco,"-5",mm,left_power_phase,"25.31250039550782|220.7812534497071",degrees,left_power_phase_peak,"98.43750153808597|123.75000193359378",degrees,right_power_phase,"0.0|205.31250320800785",degrees,right_power_phase_peak,"75.93750118652346|106.8750016699219",degrees,unknown,"99",,unknown,"99",,enhanced_altitude,"1590.6",m,enhanced_speed,"4.479",m/s,
Data,10,record,timestamp,"1024873912",s,distance,"1028.1",m,accumulated_power,"17172",watts,altitude,"1590.8000000000002",m,speed,"4.329",m/s,power,"230",watts,enhanced_respiration_rate,"27.33",Breaths/min,heart_rate,"97",bpm,cadence,"52",rpm,temperature,"24",C,left_right_balance,"177",,fractional_cadence,"0.0",rpm,left_pco,"-5",mm,right_pco,"-5",mm,left_power_phase,"25.31250039550782|220.7812534497071",degrees,left_power_phase_peak,"98.43750153808597|123.75000193359378",degrees,right_power_phase,"0.0|205.31250320800785",degrees,right_power_phase_peak,"75.93750118652346|106.8750016699219",degrees,unknown,"99",,unknown,"99",,enhanced_altitude,"1590.8000000000002",m,enhanced_speed,"4.329",m/s,
Data,10,record,timestamp,"1024873913",s,distance,"1031.54",m,accumulated_power,"17367",watts,altitude,"1591.0",m,speed,"4.189",m/s,power,"195",watts,enhanced_respiration_rate,"27.33",Breaths/min,heart_rate,"98",bpm,cadence,"51",rpm,temperature,"24",C,left_right_balance,"177",,fractional_cadence,"0.0",rpm,left_pco,"-7",mm,right_pco,"-8",mm,left_power_phase,"25.31250039550782|220.7812534497071",degrees,left_power_phase_peak,"98.43750153808597|123.75000193359378",degrees,right_power_phase,"12.65625019775391|202.50000316406255",degrees,right_power_phase_peak,"88.59375138427737|118.12500184570315",degrees,unknown,"99",,unknown,"99",,enhanced_altitude,"1591.0",m,enhanced_speed,"4.189",m/s,
Data,10,record,timestamp,"1024873914",s,distance,"1035.18",m,accumulated_power,"17367",watts,altitude,"1591.0",m,speed,"4.087",m/s,power,"194",watts,enhanced_respiration_rate,"27.33",Breaths/min,heart_rate,"100",bpm,cadence,"51",rpm,temperature,"24",C,left_right_balance,"179",,fractional_cadence,"0.0",rpm,left_pco,"-7",mm,right_pco,"-8",mm,left_power_phase,"25.31250039550782|220.7812534497071",degrees,left_power_phase_peak,"98.43750153808597|123.75000193359378",degrees,right_power_phase,"21.09375032958985|188.437502944336",degrees,right_power_phase_peak,"68.90625107666017|122.34375191162113",degrees,unknown,"99",,unknown,"99",,enhanced_altitude,"1591.0",m,enhanced_speed,"4.087",m/s,
Data,10,record,timestamp,"1024873915",s,distance,"1039.24",m,accumulated_power,"17755",watts,altitude,"1591.1999999999998",m,speed,"4.031",m/s,power,"194",watts,enhanced_respiration_rate,"27.33",Breaths/min,heart_rate,"100",bpm,cadence,"59",rpm,temperature,"24",C,left_right_balance,"179",,fractional_cadence,"0.0",rpm,left_pco,"-5",mm,right_pco,"-6",mm,left_power_phase,"11.250000175781253|199.68750312011724",degrees,left_power_phase_peak,"80.15625125244142|113.90625177978518",degrees,right_power_phase,"21.09375032958985|188.437502944336",degrees,right_power_phase_peak,"68.90625107666017|122.34375191162113",degrees,unknown,"99",,unknown,"99",,enhanced_altitude,"1591.1999999999998",m,enhanced_speed,"4.031",m/s,
Data,10,record,timestamp,"1024873916",s,distance,"1043.81",m,accumulated_power,"17755",watts,altitude,"1591.4",m,speed,"4.068",m/s,power,"234",watts,enhanced_respiration_rate,"27.33",Breaths/min,heart_rate,"100",bpm,cadence,"59",rpm,temperature,"25",C,left_right_balance,"178",,fractional_cadence,"0.0",rpm,left_pco,"-5",mm,right_pco,"-6",mm,left_power_phase,"11.250000175781253|199.68750312011724",degrees,left_power_phase_peak,"80.15625125244142|113.90625177978518",degrees,right_power_phase,"21.09375032958985|188.437502944336",degrees,right_power_phase_peak,"68.90625107666017|122.34375191162113",degrees,unknown,"99",,unknown,"99",,enhanced_altitude,"1591.4",m,enhanced_speed,"4.068",m/s,
Data,10,record,timestamp,"1024873917",s,distance,"1048.91",m,accumulated_power,"18223",watts,altitude,"1591.8000000000002",m,speed,"4.124",m/s,power,"234",watts,enhanced_respiration_rate,"26.49",Breaths/min,heart_rate,"101",bpm,cadence,"74",rpm,temperature,"25",C,left_right_balance,"178",,fractional_cadence,"0.0",rpm,left_pco,"-6",mm,right_pco,"-7",mm,left_power_phase,"11.250000175781253|199.68750312011724",degrees,left_power_phase_peak,"80.15625125244142|113.90625177978518",degrees,right_power_phase,"25.31250039550782|212.34375331787115",degrees,right_power_phase_peak,"90.00000140625002|126.5625019775391",degrees,unknown,"99",,unknown,"99",,enhanced_altitude,"1591.8000000000002",m,enhanced_speed,"4.124",m/s,
Data,10,record,timestamp,"1024873918",s,distance,"1054.63",m,accumulated_power,"18498",watts,altitude,"1592.1999999999998",m,speed,"4.255",m/s,power,"275",watts,enhanced_respiration_rate,"26.49",Breaths/min,heart_rate,"101",bpm,cadence,"86",rpm,temperature,"25",C,left_right_balance,"178",,fractional_cadence,"0.0",rpm,left_pco,"-4",mm,right_pco,"-4",mm,left_power_phase,"26.718750417480475|220.7812534497071",degrees,left_power_phase_peak,"73.12500114257814|120.93750188964847",degrees,right_power_phase,"25.31250039550782|212.34375331787115",degrees,right_power_phase_peak,"90.00000140625002|126.5625019775391",degrees,unknown,"99",,unknown,"99",,enhanced_altitude,"1592.1999999999998",m,enhanced_speed,"4.255",m/s,
Data,10,record,timestamp,"1024873919",s,distance,"1060.72",m,accumulated_power,"18601",watts,altitude,"1592.6",m,speed,"4.451",m/s,power,"103",watts,enhanced_respiration_rate,"26.49",Breaths/min,heart_rate,"101",bpm,cadence,"43",rpm,temperature,"25",C,left_right_balance,"178",,fractional_cadence,"0.0",rpm,left_pco,"-4",mm,right_pco,"-4",mm,left_power_phase,"26.718750417480475|220.7812534497071",degrees,left_power_phase_peak,"73.12500114257814|120.93750188964847",degrees,right_power_phase,"25.31250039550782|212.34375331787115",degrees,right_power_phase_peak,"90.00000140625002|126.5625019775391",degrees,unknown,"99",,unknown,"99",,enhanced_altitude,"1592.6",m,enhanced_speed,"4.451",m/s,
Data,10,record,timestamp,"1024873920",s,distance,"1066.89",m,accumulated_power,"18715",watts,altitude,"1592.8000000000002",m,speed,"4.703",m/s,power,"114",watts,enhanced_respiration_rate,"26.49",Breaths/min,heart_rate,"102",bpm,cadence,"89",rpm,temperature,"25",C,left_right_balance,"176",,fractional_cadence,"0.0",rpm,left_pco,"-4",mm,right_pco,"-4",mm,left_power_phase,"357.1875055810548|206.7187532299805",degrees,left_power_phase_peak,"75.93750118652346|122.34375191162113",degrees,right_power_phase,"25.31250039550782|212.34375331787115",degrees,right_power_phase_peak,"90.00000140625002|126.5625019775391",degrees,unknown,"99",,unknown,"99",,enhanced_altitude,"1592.8000000000002",m,enhanced_speed,"4.703",m/s,
Data,10,record,timestamp,"1024873921",s,distance,"1073.25",m,accumulated_power,"18715",watts,altitude,"1593.0",m,speed,"4.973",m/s,power,"86",watts,enhanced_respiration_rate,"26.32",Breaths/min,heart_rate,"102",bpm,cadence,"89",rpm,temperature,"25",C,left_right_balance,"172",,fractional_cadence,"0.0",rpm,left_pco,"-6",mm,right_pco,"-5",mm,left_power_phase,"357.1875055810548|206.7187532299805",degrees,left_power_phase_peak,"75.93750118652346|122.34375191162113",degrees,right_power_phase,"25.31250039550782|212.34375331787115",degrees,right_power_phase_peak,"90.00000140625002|126.5625019775391",degrees,unknown,"99",,unknown,"99",,enhanced_altitude,"1593.0",m,enhanced_speed,"4.973",m/s,
Data,10,record,timestamp,"1024873922",s,distance,"1079.64",m,accumulated_power,"18887",watts,altitude,"1593.1999999999998",m,speed,"5.253",m/s,power,"86",watts,enhanced_respiration_rate,"26.32",Breaths/min,heart_rate,"102",bpm,cadence,"92",rpm,temperature,"25",C,left_right_balance,"173",,fractional_cadence,"0.0",rpm,left_pco,"-4",mm,right_pco,"-2",mm,left_power_phase,"357.1875055810548|206.7187532299805",degrees,left_power_phase_peak,"75.93750118652346|122.34375191162113",degrees,right_power_phase,"25.31250039550782|212.34375331787115",degrees,right_power_phase_peak,"90.00000140625002|126.5625019775391",degrees,unknown,"99",,unknown,"99",,enhanced_altitude,"1593.1999999999998",m,enhanced_speed,"5.253",m/s,
Data,10,record,timestamp,"1024873923",s,distance,"1086.18",m,accumulated_power,"18949",watts,altitude,"1593.4",m,speed,"5.552",m/s,power,"62",watts,enhanced_respiration_rate,"26.32",Breaths/min,heart_rate,"101",bpm,cadence,"96",rpm,temperature,"25",C,left_right_balance,"171",,fractional_cadence,"0.0",rpm,left_pco,"-2",mm,right_pco,"-6",mm,left_power_phase,"21.09375032958985|195.46875305419925",degrees,left_power_phase_peak,"84.3750013183594|130.78125204345707",degrees,right_power_phase,"11.250000175781253|215.15625336181645",degrees,right_power_phase_peak,"82.96875129638674|125.15625195556643",degrees,unknown,"99",,unknown,"99",,enhanced_altitude,"1593.4",m,enhanced_speed,"5.552",m/s,
Data,10,record,timestamp,"1024873924",s,distance,"1092.77",m,accumulated_power,"19088",watts,altitude,"1593.4",m,speed,"5.813",m/s,power,"139",watts,enhanced_respiration_rate,"26.32",Breaths/min,heart_rate,"100",bpm,cadence,"95",rpm,temperature,"25",C,left_right_balance,"176",,fractional_cadence,"0.0",rpm,left_pco,"-2",mm,right_pco,"-6",mm,left_power_phase,"21.09375032958985|195.46875305419925",degrees,left_power_phase_peak,"84.3750013183594|130.78125204345707",degrees,right_power_phase,"16.87500026367188|219.37500342773444",degrees,right_power_phase_peak,"87.18750136230472|123.75000193359378",degrees,unknown,"99",,unknown,"99",,enhanced_altitude,"1593.4",m,enhanced_speed,"5.813",m/s,
Data,10,record,timestamp,"1024873925",s,distance,"1099.38",m,accumulated_power,"19178",watts,altitude,"1593.6",m,speed,"6.056",m/s,power,"90",watts,enhanced_respiration_rate,"26.32",Breaths/min,heart_rate,"100",bpm,cadence,"100",rpm,temperature,"25",C,left_right_balance,"176",,fractional_cadence,"0.0",rpm,left_pco,"-3",mm,right_pco,"-3",mm,left_power_phase,"21.09375032958985|195.46875305419925",degrees,left_power_phase_peak,"84.3750013183594|130.78125204345707",degrees,right_power_phase,"16.87500026367188|219.37500342773444",degrees,right_power_phase_peak,"87.18750136230472|123.75000193359378",degrees,unknown,"99",,unknown,"99",,enhanced_altitude,"1593.6",m,enhanced_speed,"6.056",m/s,
Data,10,record,timestamp,"1024873926",s,distance,"1105.88",m,accumulated_power,"19252",watts,altitude,"1593.6",m,speed,"6.205",m/s,power,"74",watts,enhanced_respiration_rate,"26.32",Breaths/min,heart_rate,"100",bpm,cadence,"93",rpm,temperature,"25",C,left_right_balance,"176",,fractional_cadence,"0.0",rpm,left_pco,"-3",mm,right_pco,"-3",mm,left_power_phase,"21.09375032958985|205.31250320800785",degrees,left_power_phase_peak,"77.34375120849612|122.34375191162113",degrees,right_power_phase,"16.87500026367188|236.2500036914063",degrees,right_power_phase_peak,"78.75000123046877|126.5625019775391",degrees,unknown,"99",,unknown,"99",,enhanced_altitude,"1593.6",m,enhanced_speed,"6.205",m/s,
Data,10,record,timestamp,"1024873927",s,distance,"1112.17",m,accumulated_power,"19327",watts,altitude,"1593.6",m,speed,"6.27",m/s,power,"75",watts,enhanced_respiration_rate,"27.39",Breaths/min,heart_rate,"100",bpm,cadence,"89",rpm,temperature,"26",C,left_right_balance,"174",,fractional_cadence,"0.0",rpm,left_pco,"-6",mm,right_pco,"-1",mm,left_power_phase,"21.09375032958985|205.31250320800785",degrees,left_power_phase_peak,"77.34375120849612|122.34375191162113",degrees,right_power_phase,"16.87500026367188|236.2500036914063",degrees,right_power_phase_peak,"78.75000123046877|126.5625019775391",degrees,unknown,"99",,unknown,"99",,enhanced_altitude,"1593.6",m,enhanced_speed,"6.27",m/s,
Data,10,record,timestamp,"1024873928",s,distance,"1118.28",m,accumulated_power,"19469",watts,altitude,"1593.6",m,speed,"6.28",m/s,power,"142",watts,enhanced_respiration_rate,"27.39",Breaths/min,heart_rate,"100",bpm,cadence,"90",rpm,temperature,"26",C,left_right_balance,"183",,fractional_cadence,"0.0",rpm,left_pco,"-6",mm,right_pco,"4",mm,left_power_phase,"21.09375032958985|205.31250320800785",degrees,left_power_phase_peak,"77.34375120849612|122.34375191162113",degrees,right_power_phase,"16.87500026367188|236.2500036914063",degrees,right_power_phase_peak,"78.75000123046877|126.5625019775391",degrees,unknown,"99",,unknown,"99",,enhanced_altitude,"1593.6",m,enhanced_speed,"6.28",m/s,
Data,10,record,timestamp,"1024873929",s,distance,"1124.43",m,accumulated_power,"19469",watts,altitude,"1593.6",m,speed,"6.289",m/s,power,"209",watts,enhanced_respiration_rate,"27.39",Breaths/min,heart_rate,"100",bpm,cadence,"90",rpm,temperature,"26",C,left_right_balance,"176",,fractional_cadence,"0.0",rpm,left_pco,"-6",mm,right_pco,"4",mm,left_power_phase,"21.09375032958985|205.31250320800785",degrees,left_power_phase_peak,"77.34375120849612|122.34375191162113",degrees,right_power_phase,"16.87500026367188|236.2500036914063",degrees,right_power_phase_peak,"78.75000123046877|126.5625019775391",degrees,unknown,"99",,unknown,"99",,enhanced_altitude,"1593.6",m,enhanced_speed,"6.289",m/s,
